Year,HBR,HBRQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
2018,S08000016,,0-44 years,,Males,,Coronary Heart Disease,3,,11.7178345441762,,13.80640005365682
2018,S08000016,,0-44 years,,Females,,Coronary Heart Disease,1,,3.84511862190949,,4.1849759363883665
2018,S08000016,,45-64 years,,Males,,Coronary Heart Disease,12,,69.0846286701209,,65.09227593085787
2018,S08000016,,45-64 years,,Females,,Coronary Heart Disease,4,,21.9925225423356,,21.20750244516236
2018,S08000016,,65-74 years,,Males,,Coronary Heart Disease,16,,206.451612903226,,205.6276198236968
2018,S08000016,,65-74 years,,Females,,Coronary Heart Disease,6,,73.9553802539135,,72.40133097705815
2018,S08000016,,75plus years,,Males,,Coronary Heart Disease,72,,1367.00208847541,,1575.310030255948
2018,S08000016,,75plus years,,Females,,Coronary Heart Disease,48,,688.36942492471,,677.4406245589464
2018,S08000017,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2018,S08000017,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2018,S08000017,,45-64 years,,Males,,Coronary Heart Disease,16,,74.2252737056968,,68.6065315156312
2018,S08000017,,45-64 years,,Females,,Coronary Heart Disease,8,,34.4768143423548,,33.564901597148314
2018,S08000017,,65-74 years,,Males,,Coronary Heart Disease,27,,264.007040187738,,264.314687521041
2018,S08000017,,65-74 years,,Females,,Coronary Heart Disease,18,,169.587337478802,,169.0954905892971
2018,S08000017,,75plus years,,Males,,Coronary Heart Disease,71,,950.468540829987,,1055.5169623584777
2018,S08000017,,75plus years,,Females,,Coronary Heart Disease,65,,679.347826086957,,678.1730616940193
2018,S08000019,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2018,S08000019,,0-44 years,,Females,,Coronary Heart Disease,1,,1.24808107534665,,1.3505900148950785
2018,S08000019,,45-64 years,,Males,,Coronary Heart Disease,47,,110.01615130732,,111.81749265309746
2018,S08000019,,45-64 years,,Females,,Coronary Heart Disease,11,,24.4352133638403,,24.74793153247112
2018,S08000019,,65-74 years,,Males,,Coronary Heart Disease,56,,352.822580645161,,353.67778430064413
2018,S08000019,,65-74 years,,Females,,Coronary Heart Disease,17,,99.4093912636688,,98.92040226378462
2018,S08000019,,75plus years,,Males,,Coronary Heart Disease,126,,1188.67924528302,,1291.4441766890102
2018,S08000019,,75plus years,,Females,,Coronary Heart Disease,124,,845.72363933979,,840.0115739346941
2018,S08000020,,0-44 years,,Males,,Coronary Heart Disease,4,,2.44379276637341,,2.754176546029274
2018,S08000020,,0-44 years,,Females,,Coronary Heart Disease,2,,1.27849444494164,,1.2737140641048366
2018,S08000020,,45-64 years,,Males,,Coronary Heart Disease,78,,99.1118057408608,,98.41043891278136
2018,S08000020,,45-64 years,,Females,,Coronary Heart Disease,21,,26.2555793106035,,26.259723296784397
2018,S08000020,,65-74 years,,Males,,Coronary Heart Disease,96,,332.076515963887,,334.5603317103064
2018,S08000020,,65-74 years,,Females,,Coronary Heart Disease,49,,161.009430552361,,161.2564260051194
2018,S08000020,,75plus years,,Males,,Coronary Heart Disease,210,,1080.24691358025,,1166.654710729763
2018,S08000020,,75plus years,,Females,,Coronary Heart Disease,208,,771.17010232834,,739.0793323915419
2018,S08000022,,0-44 years,,Males,,Coronary Heart Disease,4,,5.1437021796438,,5.9826758799875215
2018,S08000022,,0-44 years,,Females,,Coronary Heart Disease,1,,1.34943661021524,,1.4010984611935755
2018,S08000022,,45-64 years,,Males,,Coronary Heart Disease,44,,94.47128287708,,89.73354334685392
2018,S08000022,,45-64 years,,Females,,Coronary Heart Disease,10,,20.2433247636592,,19.328985287077128
2018,S08000022,,65-74 years,,Males,,Coronary Heart Disease,75,,368.93108367357,,369.0783595536607
2018,S08000022,,65-74 years,,Females,,Coronary Heart Disease,23,,107.541964744939,,107.44519457418448
2018,S08000022,,75plus years,,Males,,Coronary Heart Disease,141,,1033.87593488781,,1118.2856823234297
2018,S08000022,,75plus years,,Females,,Coronary Heart Disease,149,,800.989140952586,,793.4265741842727
2018,S08000024,,0-44 years,,Males,,Coronary Heart Disease,6,,2.30500608905775,,2.640592035298641
2018,S08000024,,0-44 years,,Females,,Coronary Heart Disease,1,,0.379387138017247,,0.4594677263305201
2018,S08000024,,45-64 years,,Males,,Coronary Heart Disease,123,,109.922518029974,,112.18390895495676
2018,S08000024,,45-64 years,,Females,,Coronary Heart Disease,33,,28.4684000759157,,28.726332997076508
2018,S08000024,,65-74 years,,Males,,Coronary Heart Disease,122,,317.998175420305,,319.4066071433445
2018,S08000024,,65-74 years,,Females,,Coronary Heart Disease,48,,112.199340828873,,112.08780695635902
2018,S08000024,,75plus years,,Males,,Coronary Heart Disease,274,,1038.90194888906,,1118.3149273792328
2018,S08000024,,75plus years,,Females,,Coronary Heart Disease,276,,715.971879945005,,683.4652211504474
2018,S08000025,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,22.66252266252266
2018,S08000025,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,18.633184267859193
2018,S08000025,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,166.98315792114917
2018,S08000025,,45-64 years,,Females,,Coronary Heart Disease,0,,0,,0
2018,S08000025,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,350.80998893127975
2018,S08000025,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,138.20021228194338
2018,S08000025,,75plus years,,Males,,Coronary Heart Disease,,c,,c,855.0214723723199
2018,S08000025,,75plus years,,Females,,Coronary Heart Disease,,c,,c,694.9025168563932
2018,S08000026,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,18.15541031227306
2018,S08000026,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2018,S08000026,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,57.108968304522584
2018,S08000026,,45-64 years,,Females,,Coronary Heart Disease,0,,0,,0
2018,S08000026,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,227.11787417669768
2018,S08000026,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,76.35707344162155
2018,S08000026,,75plus years,,Males,,Coronary Heart Disease,,c,,c,2211.152388457353
2018,S08000026,,75plus years,,Females,,Coronary Heart Disease,,c,,c,928.6794202273644
2018,S08000028,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2018,S08000028,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2018,S08000028,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,49.88686371977837
2018,S08000028,,45-64 years,,Females,,Coronary Heart Disease,0,,0,,0
2018,S08000028,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,374.53183520599254
2018,S08000028,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,111.52001784320288
2018,S08000028,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1728.8233880367395
2018,S08000028,,75plus years,,Females,,Coronary Heart Disease,,c,,c,869.3405492484264
2018,S08000029,,0-44 years,,Males,,Coronary Heart Disease,7,,7.32639070595008,,8.600075445895694
2018,S08000029,,0-44 years,,Females,,Coronary Heart Disease,3,,3.12139089178138,,3.5720482124450164
2018,S08000029,,45-64 years,,Males,,Coronary Heart Disease,51,,100.263437266543,,99.43168187290776
2018,S08000029,,45-64 years,,Females,,Coronary Heart Disease,16,,29.74088256069,,29.565596903823636
2018,S08000029,,65-74 years,,Males,,Coronary Heart Disease,75,,367.520948694076,,367.6411375985184
2018,S08000029,,65-74 years,,Females,,Coronary Heart Disease,29,,129.296892416068,,128.33769390586716
2018,S08000029,,75plus years,,Males,,Coronary Heart Disease,161,,1166.49760904217,,1251.767478690223
2018,S08000029,,75plus years,,Females,,Coronary Heart Disease,129,,680.666948079358,,658.9317286114273
2018,S08000030,,0-44 years,,Males,,Coronary Heart Disease,4,,3.70730803095602,,4.1537836764522
2018,S08000030,,0-44 years,,Females,,Coronary Heart Disease,1,,0.93922288698331,,1.0447262220311866
2018,S08000030,,45-64 years,,Males,,Coronary Heart Disease,61,,110.991830273477,,108.9277858040074
2018,S08000030,,45-64 years,,Females,,Coronary Heart Disease,17,,29.1690259261166,,28.981869320606993
2018,S08000030,,65-74 years,,Males,,Coronary Heart Disease,68,,296.464228103065,,296.03040984284246
2018,S08000030,,65-74 years,,Females,,Coronary Heart Disease,30,,120.607863632709,,119.47687951133275
2018,S08000030,,75plus years,,Males,,Coronary Heart Disease,191,,1130.51198579461,,1208.038905456527
2018,S08000030,,75plus years,,Females,,Coronary Heart Disease,156,,656.344665095927,,614.648068034096
2018,S08000031,,0-44 years,,Males,,Coronary Heart Disease,17,,5.03544061586401,,5.532220345298348
2018,S08000031,,0-44 years,,Females,,Coronary Heart Disease,3,,0.902866601459634,,1.0760320086004909
2018,S08000031,,45-64 years,,Males,,Coronary Heart Disease,186,,125.271927638624,,124.20001751689335
2018,S08000031,,45-64 years,,Females,,Coronary Heart Disease,59,,36.130928687345,,36.344138918385205
2018,S08000031,,65-74 years,,Males,,Coronary Heart Disease,215,,432.778437569194,,438.17325878106624
2018,S08000031,,65-74 years,,Females,,Coronary Heart Disease,80,,144.15972897971,,144.31151043705805
2018,S08000031,,75plus years,,Males,,Coronary Heart Disease,402,,1182.56162852268,,1233.566990964885
2018,S08000031,,75plus years,,Females,,Coronary Heart Disease,356,,657.323805830979,,636.3630429587145
2018,S08000032,,0-44 years,,Males,,Coronary Heart Disease,11,,6.31381980358281,,7.027992349570269
2018,S08000032,,0-44 years,,Females,,Coronary Heart Disease,1,,0.573424087252209,,0.6252333460166384
2018,S08000032,,45-64 years,,Males,,Coronary Heart Disease,112,,121.645252033757,,121.86387613625917
2018,S08000032,,45-64 years,,Females,,Coronary Heart Disease,31,,31.2449604902435,,31.1538388731064
2018,S08000032,,65-74 years,,Males,,Coronary Heart Disease,99,,309.017698286356,,309.60285199672165
2018,S08000032,,65-74 years,,Females,,Coronary Heart Disease,63,,175.982569345512,,176.4829807717699
2018,S08000032,,75plus years,,Males,,Coronary Heart Disease,244,,1179.14270526265,,1255.6526344458232
2018,S08000032,,75plus years,,Females,,Coronary Heart Disease,246,,799.428051475367,,806.7077588444174
2018,S92000003,d,0-44 years,,Males,,Coronary Heart Disease,59,,4.03783243679766,,4.590054558860125
2018,S92000003,d,0-44 years,,Females,,Coronary Heart Disease,16,,1.10431192394604,,1.185424339998074
2018,S92000003,d,45-64 years,,Males,,Coronary Heart Disease,808,,111.030952626336,,109.9268178582492
2018,S92000003,d,45-64 years,,Females,,Coronary Heart Disease,231,,29.8366732755113,,29.68446984057224
2018,S92000003,d,65-74 years,,Males,,Coronary Heart Disease,974,,356.294971265945,,357.43628889460945
2018,S92000003,d,65-74 years,,Females,,Coronary Heart Disease,403,,135.230815176723,,135.0595506581876
2018,S92000003,d,75plus years,,Males,,Coronary Heart Disease,2153,,1154.56597864616,,1241.0533577559352
2018,S92000003,d,75plus years,,Females,,Coronary Heart Disease,1971,,734.737697523662,,713.7162534029403
2019,S08000015,,0-44 years,,Males,,Coronary Heart Disease,4,,4.56589731296943,,5.670712880463682
2019,S08000015,,0-44 years,,Females,,Coronary Heart Disease,3,,3.37067289866634,,3.619446139733304
2019,S08000015,,45-64 years,,Males,,Coronary Heart Disease,66,,128.397175262144,,123.13907683450088
2019,S08000015,,45-64 years,,Females,,Coronary Heart Disease,21,,36.7647058823529,,35.37499513345638
2019,S08000015,,65-74 years,,Males,,Coronary Heart Disease,92,,411.485821629842,,410.5535080220443
2019,S08000015,,65-74 years,,Females,,Coronary Heart Disease,35,,141.970551251369,,141.16910653000895
2019,S08000015,,75plus years,,Males,,Coronary Heart Disease,183,,1166.94299196531,,1269.940587858419
2019,S08000015,,75plus years,,Females,,Coronary Heart Disease,163,,756.907360111446,,741.9298008696869
2019,S08000016,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2019,S08000016,,0-44 years,,Females,,Coronary Heart Disease,1,,3.86413694501333,,4.237647258242224
2019,S08000016,,45-64 years,,Males,,Coronary Heart Disease,15,,86.735283913496,,83.13308909270712
2019,S08000016,,45-64 years,,Females,,Coronary Heart Disease,3,,16.463615409944,,15.276583287174653
2019,S08000016,,65-74 years,,Males,,Coronary Heart Disease,15,,190.427827853244,,190.9969634673633
2019,S08000016,,65-74 years,,Females,,Coronary Heart Disease,4,,49.2307692307692,,46.90376519975141
2019,S08000016,,75plus years,,Males,,Coronary Heart Disease,53,,971.94205024757,,1112.7445138121386
2019,S08000016,,75plus years,,Females,,Coronary Heart Disease,51,,712.19103477168,,711.3387962686235
2019,S08000017,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2019,S08000017,,0-44 years,,Females,,Coronary Heart Disease,1,,3.04016052047548,,3.4411900618431015
2019,S08000017,,45-64 years,,Males,,Coronary Heart Disease,22,,102.919161676647,,96.1778956729759
2019,S08000017,,45-64 years,,Females,,Coronary Heart Disease,8,,34.6650489643817,,34.25659658338733
2019,S08000017,,65-74 years,,Males,,Coronary Heart Disease,33,,318.379160636758,,316.6696570568838
2019,S08000017,,65-74 years,,Females,,Coronary Heart Disease,11,,103.015545982394,,103.22848115955048
2019,S08000017,,75plus years,,Males,,Coronary Heart Disease,87,,1122.43581473358,,1233.328454613126
2019,S08000017,,75plus years,,Females,,Coronary Heart Disease,59,,603.518821603928,,601.8130707769752
2019,S08000019,,0-44 years,,Males,,Coronary Heart Disease,4,,5.00337727966377,,5.739272357000408
2019,S08000019,,0-44 years,,Females,,Coronary Heart Disease,1,,1.25634453992663,,1.356100320427133
2019,S08000019,,45-64 years,,Males,,Coronary Heart Disease,56,,130.80444735121,,130.15809043246514
2019,S08000019,,45-64 years,,Females,,Coronary Heart Disease,17,,37.6839865224331,,37.66899029465176
2019,S08000019,,65-74 years,,Males,,Coronary Heart Disease,52,,325.671697876871,,323.5992228580048
2019,S08000019,,65-74 years,,Females,,Coronary Heart Disease,35,,202.839756592292,,202.15549345301508
2019,S08000019,,75plus years,,Males,,Coronary Heart Disease,149,,1366.72170243992,,1405.3601380581415
2019,S08000019,,75plus years,,Females,,Coronary Heart Disease,125,,830.564784053156,,819.2655123874229
2019,S08000020,,0-44 years,,Males,,Coronary Heart Disease,5,,3.06402588489068,,3.314585273768754
2019,S08000020,,0-44 years,,Females,,Coronary Heart Disease,1,,0.641284621353495,,0.7227343311197014
2019,S08000020,,45-64 years,,Males,,Coronary Heart Disease,74,,94.1056781331468,,93.23888367986189
2019,S08000020,,45-64 years,,Females,,Coronary Heart Disease,19,,23.7505937648441,,23.77696417824748
2019,S08000020,,65-74 years,,Males,,Coronary Heart Disease,93,,315.243551066066,,315.5107008661535
2019,S08000020,,65-74 years,,Females,,Coronary Heart Disease,45,,145.053669857847,,143.88126665218843
2019,S08000020,,75plus years,,Males,,Coronary Heart Disease,238,,1192.2055803236,,1279.8360775308286
2019,S08000020,,75plus years,,Females,,Coronary Heart Disease,200,,728.358643796205,,698.9670684416499
2019,S08000022,,0-44 years,,Males,,Coronary Heart Disease,4,,5.16335566484658,,5.774564046534405
2019,S08000022,,0-44 years,,Females,,Coronary Heart Disease,1,,1.35908343413202,,1.4073604953908945
2019,S08000022,,45-64 years,,Males,,Coronary Heart Disease,48,,104.085349986989,,100.8859294185339
2019,S08000022,,45-64 years,,Females,,Coronary Heart Disease,15,,30.4642755595272,,29.54471988354074
2019,S08000022,,65-74 years,,Males,,Coronary Heart Disease,69,,337.210438862281,,336.3041010701677
2019,S08000022,,65-74 years,,Females,,Coronary Heart Disease,26,,120.778557160775,,120.52699592495053
2019,S08000022,,75plus years,,Males,,Coronary Heart Disease,146,,1023.55580482333,,1110.8976453331595
2019,S08000022,,75plus years,,Females,,Coronary Heart Disease,142,,745.602520346548,,737.0206606787128
2019,S08000024,,0-44 years,,Males,,Coronary Heart Disease,10,,3.79959420333908,,4.138683071330993
2019,S08000024,,0-44 years,,Females,,Coronary Heart Disease,2,,0.751317623281831,,0.8346319483443175
2019,S08000024,,45-64 years,,Males,,Coronary Heart Disease,100,,88.7823500688063,,89.40593304266838
2019,S08000024,,45-64 years,,Females,,Coronary Heart Disease,34,,29.1580193128999,,29.11078709861297
2019,S08000024,,65-74 years,,Males,,Coronary Heart Disease,118,,301.782563105803,,301.6993684603978
2019,S08000024,,65-74 years,,Females,,Coronary Heart Disease,40,,92.2551778218553,,91.85462106052556
2019,S08000024,,75plus years,,Males,,Coronary Heart Disease,267,,981.581559501489,,1041.965976965101
2019,S08000024,,75plus years,,Females,,Coronary Heart Disease,240,,610.780271797221,,583.5514446999033
2019,S08000025,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2019,S08000025,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2019,S08000025,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,122.87366434474131
2019,S08000025,,45-64 years,,Females,,Coronary Heart Disease,0,,0,,0
2019,S08000025,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,278.51358230366975
2019,S08000025,,65-74 years,,Females,,Coronary Heart Disease,0,,0,,0
2019,S08000025,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1742.4773553178222
2019,S08000025,,75plus years,,Females,,Coronary Heart Disease,,c,,c,526.2874250457977
2019,S08000026,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2019,S08000026,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2019,S08000026,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,58.60364483182329
2019,S08000026,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,29.98875421716856
2019,S08000026,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,221.5384225755187
2019,S08000026,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,76.46854362182829
2019,S08000026,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1105.3261129597008
2019,S08000026,,75plus years,,Females,,Coronary Heart Disease,,c,,c,442.9948793952128
2019,S08000028,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2019,S08000028,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2019,S08000028,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,122.01700202000816
2019,S08000028,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,23.560363614945125
