Year,HBR,HBRQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
2016,S92000003,d,0-44 years,,Males,,Heart Attack,22,,1.50772400152691,,1.7034601262414495
2016,S92000003,d,0-44 years,,Females,,Heart Attack,14,,0.961948082287787,,1.035605527526882
2016,S92000003,d,45-64 years,,Males,,Heart Attack,390,,53.8678497335613,,54.29248406208615
2016,S92000003,d,45-64 years,,Females,,Heart Attack,105,,13.6839732002643,,13.936057020378088
2016,S92000003,d,65-74 years,,Males,,Heart Attack,513,,193.339765429493,,199.47312706449415
2016,S92000003,d,65-74 years,,Females,,Heart Attack,273,,93.7477464484027,,96.38752129806431
2016,S92000003,d,75plus years,,Males,,Heart Attack,1163,,649.648084012959,,701.2690516114958
2016,S92000003,d,75plus years,,Females,,Heart Attack,1149,,436.402584232535,,422.2581523419277
2017,S08000015,,0-44 years,,Males,,Heart Attack,7,,7.87003204227331,,9.188672650034642
2017,S08000015,,0-44 years,,Females,,Heart Attack,3,,3.31572315922103,,3.5815874633001084
2017,S08000015,,45-64 years,,Males,,Heart Attack,34,,65.5535418193036,,65.73542608998324
2017,S08000015,,45-64 years,,Females,,Heart Attack,19,,33.0814500121879,,32.774159400219126
2017,S08000015,,65-74 years,,Males,,Heart Attack,65,,294.637595757219,,295.9902684582163
2017,S08000015,,65-74 years,,Females,,Heart Attack,22,,91.2068322208864,,91.13263311880593
2017,S08000015,,75plus years,,Males,,Heart Attack,94,,637.807029447686,,660.9382947765831
2017,S08000015,,75plus years,,Females,,Heart Attack,112,,539.317185919969,,529.8196786519665
2017,S08000016,,0-44 years,,Males,,Heart Attack,0,,0,,0
2017,S08000016,,0-44 years,,Females,,Heart Attack,0,,0,,0
2017,S08000016,,45-64 years,,Males,,Heart Attack,3,,17.2612197928654,,17.71755532173306
2017,S08000016,,45-64 years,,Females,,Heart Attack,1,,5.50964187327824,,5.34249868663574
2017,S08000016,,65-74 years,,Males,,Heart Attack,10,,130.05592404734,,130.19682300534626
2017,S08000016,,65-74 years,,Females,,Heart Attack,2,,24.919013207077,,24.913686349681583
2017,S08000016,,75plus years,,Males,,Heart Attack,30,,585.251658213032,,660.8484165474513
2017,S08000016,,75plus years,,Females,,Heart Attack,19,,277.048702245553,,276.4023464834228
2017,S08000017,,0-44 years,,Males,,Heart Attack,0,,0,,0
2017,S08000017,,0-44 years,,Females,,Heart Attack,0,,0,,0
2017,S08000017,,45-64 years,,Males,,Heart Attack,9,,41.4383719324094,,40.422202771456575
2017,S08000017,,45-64 years,,Females,,Heart Attack,5,,21.418779986292,,20.21711720856874
2017,S08000017,,65-74 years,,Males,,Heart Attack,29,,287.185581303228,,291.8564656790031
2017,S08000017,,65-74 years,,Females,,Heart Attack,15,,141.978230004733,,141.5560404539805
2017,S08000017,,75plus years,,Males,,Heart Attack,63,,862.541073384447,,950.8199390869876
2017,S08000017,,75plus years,,Females,,Heart Attack,47,,497.775894937513,,487.6967330332516
2017,S08000019,,0-44 years,,Males,,Heart Attack,3,,3.7375260069518,,4.18025248725023
2017,S08000019,,0-44 years,,Females,,Heart Attack,1,,1.23932630222211,,1.2988940844652268
2017,S08000019,,45-64 years,,Males,,Heart Attack,31,,72.6659009399686,,73.04892038453639
2017,S08000019,,45-64 years,,Females,,Heart Attack,8,,17.9187385208081,,18.499386336135625
2017,S08000019,,65-74 years,,Males,,Heart Attack,45,,287.539936102236,,287.2811598130038
2017,S08000019,,65-74 years,,Females,,Heart Attack,22,,129.716981132075,,129.65692646570076
2017,S08000019,,75plus years,,Males,,Heart Attack,49,,477.675960226165,,521.2708084403487
2017,S08000019,,75plus years,,Females,,Heart Attack,50,,346.0447089764,,342.8505709471335
2017,S08000020,,0-44 years,,Males,,Heart Attack,0,,0,,0
2017,S08000020,,0-44 years,,Females,,Heart Attack,1,,0.631719920655978,,0.7065825227822394
2017,S08000020,,45-64 years,,Males,,Heart Attack,40,,50.978792822186,,51.18449211255275
2017,S08000020,,45-64 years,,Females,,Heart Attack,11,,13.7815252389842,,13.826989263967096
2017,S08000020,,65-74 years,,Males,,Heart Attack,56,,196.188340807175,,198.43621710317183
2017,S08000020,,65-74 years,,Females,,Heart Attack,24,,79.941376324029,,81.32150167822881
2017,S08000020,,75plus years,,Males,,Heart Attack,137,,721.052631578947,,743.0305955395696
2017,S08000020,,75plus years,,Females,,Heart Attack,142,,534.115699992477,,510.1337848774084
2017,S08000022,,0-44 years,,Males,,Heart Attack,4,,5.10960094016657,,5.742883709622355
2017,S08000022,,0-44 years,,Females,,Heart Attack,1,,1.33782843688125,,1.367834015296293
2017,S08000022,,45-64 years,,Males,,Heart Attack,35,,75.052536775743,,73.21644240625594
2017,S08000022,,45-64 years,,Females,,Heart Attack,8,,16.1786118751011,,15.909610208834872
2017,S08000022,,65-74 years,,Males,,Heart Attack,40,,198.019801980198,,197.50367338165708
2017,S08000022,,65-74 years,,Females,,Heart Attack,16,,75.3685995572095,,76.41771353565893
2017,S08000022,,75plus years,,Males,,Heart Attack,79,,599.029420685472,,669.2881954819758
2017,S08000022,,75plus years,,Females,,Heart Attack,80,,438.140095295471,,422.35486275871614
2017,S08000024,,0-44 years,,Males,,Heart Attack,4,,1.55153019665645,,1.7480875225881312
2017,S08000024,,0-44 years,,Females,,Heart Attack,1,,0.382385781367106,,0.4078583822472064
2017,S08000024,,45-64 years,,Males,,Heart Attack,47,,42.30042300423,,42.79396689720965
2017,S08000024,,45-64 years,,Females,,Heart Attack,12,,10.417932734881,,10.824156890047824
2017,S08000024,,65-74 years,,Males,,Heart Attack,66,,175.089534421011,,177.41597496600477
2017,S08000024,,65-74 years,,Females,,Heart Attack,37,,87.7963125548727,,88.36411953983618
2017,S08000024,,75plus years,,Males,,Heart Attack,146,,563.771865467043,,589.6231802010003
2017,S08000024,,75plus years,,Females,,Heart Attack,161,,422.649830677552,,401.435169365446
2017,S08000025,,0-44 years,,Males,,Heart Attack,0,,0,,0
2017,S08000025,,0-44 years,,Females,,Heart Attack,0,,0,,0
2017,S08000025,,45-64 years,,Males,,Heart Attack,,c,,c,28.161081385525204
2017,S08000025,,45-64 years,,Females,,Heart Attack,0,,0,,0
2017,S08000025,,65-74 years,,Males,,Heart Attack,,c,,c,216.01426435263292
2017,S08000025,,65-74 years,,Females,,Heart Attack,,c,,c,70.33832735457551
2017,S08000025,,75plus years,,Males,,Heart Attack,,c,,c,858.8553916547419
2017,S08000025,,75plus years,,Females,,Heart Attack,,c,,c,506.3744297720998
2017,S08000026,,0-44 years,,Males,,Heart Attack,,c,,c,18.78690284487386
2017,S08000026,,0-44 years,,Females,,Heart Attack,0,,0,,0
2017,S08000026,,45-64 years,,Males,,Heart Attack,,c,,c,30.39128783082183
2017,S08000026,,45-64 years,,Females,,Heart Attack,,c,,c,91.90119923678404
2017,S08000026,,65-74 years,,Males,,Heart Attack,,c,,c,600.1737345020927
2017,S08000026,,65-74 years,,Females,,Heart Attack,0,,0,,0
2017,S08000026,,75plus years,,Males,,Heart Attack,,c,,c,333.33333333333337
2017,S08000026,,75plus years,,Females,,Heart Attack,,c,,c,368.372394610674
2017,S08000028,,0-44 years,,Males,,Heart Attack,0,,0,,0
2017,S08000028,,0-44 years,,Females,,Heart Attack,0,,0,,0
2017,S08000028,,45-64 years,,Males,,Heart Attack,,c,,c,68.95891198161095
2017,S08000028,,45-64 years,,Females,,Heart Attack,,c,,c,50.61011423667591
2017,S08000028,,65-74 years,,Males,,Heart Attack,,c,,c,601.6193261585244
2017,S08000028,,65-74 years,,Females,,Heart Attack,0,,0,,0
2017,S08000028,,75plus years,,Males,,Heart Attack,,c,,c,526.3259948690413
2017,S08000028,,75plus years,,Females,,Heart Attack,,c,,c,468.6146082089128
2017,S08000029,,0-44 years,,Males,,Heart Attack,0,,0,,0
2017,S08000029,,0-44 years,,Females,,Heart Attack,1,,1.03571132653907,,1.1036065863241071
2017,S08000029,,45-64 years,,Males,,Heart Attack,22,,43.3634249221429,,43.41643473066783
2017,S08000029,,45-64 years,,Females,,Heart Attack,6,,11.1754735606921,,11.236276914589697
2017,S08000029,,65-74 years,,Males,,Heart Attack,33,,162.753994870783,,162.68192979185218
2017,S08000029,,65-74 years,,Females,,Heart Attack,16,,71.9845233274846,,72.35036077490193
2017,S08000029,,75plus years,,Males,,Heart Attack,85,,631.547663273646,,650.638946487788
2017,S08000029,,75plus years,,Females,,Heart Attack,91,,488.45947396672,,470.20844903003353
2017,S08000030,,0-44 years,,Males,,Heart Attack,2,,1.85000185000185,,2.400326444396438
2017,S08000030,,0-44 years,,Females,,Heart Attack,1,,0.935103796521414,,1.1069993990574691
2017,S08000030,,45-64 years,,Males,,Heart Attack,26,,46.9814423302795,,46.96090355114665
2017,S08000030,,45-64 years,,Females,,Heart Attack,13,,22.2454182994233,,22.126186788341233
2017,S08000030,,65-74 years,,Males,,Heart Attack,39,,173.110213502597,,174.63031605535926
2017,S08000030,,65-74 years,,Females,,Heart Attack,11,,44.8284293748472,,44.81547480435598
2017,S08000030,,75plus years,,Males,,Heart Attack,104,,626.921453975526,,641.9940240722594
2017,S08000030,,75plus years,,Females,,Heart Attack,95,,402.440057612471,,378.4469041632177
2017,S08000031,,0-44 years,,Males,,Heart Attack,7,,2.09153763871376,,2.240715767414395
2017,S08000031,,0-44 years,,Females,,Heart Attack,1,,0.302322136329144,,0.33382166674296876
2017,S08000031,,45-64 years,,Males,,Heart Attack,111,,74.640414758629,,75.55837760670401
2017,S08000031,,45-64 years,,Females,,Heart Attack,48,,29.4444205890111,,30.082736502438028
2017,S08000031,,65-74 years,,Males,,Heart Attack,117,,238.926667891932,,243.15664106530923
2017,S08000031,,65-74 years,,Females,,Heart Attack,64,,116.108198327316,,116.78407042923207
2017,S08000031,,75plus years,,Males,,Heart Attack,238,,707.007693907257,,748.3683595637046
2017,S08000031,,75plus years,,Females,,Heart Attack,247,,455.971940188296,,441.4892908106015
2017,S08000032,,0-44 years,,Males,,Heart Attack,11,,6.2979503034467,,6.9063325811357315
2017,S08000032,,0-44 years,,Females,,Heart Attack,1,,0.571255562601041,,0.6165499625666094
2017,S08000032,,45-64 years,,Males,,Heart Attack,63,,68.516987862705,,69.79513731879392
2017,S08000032,,45-64 years,,Females,,Heart Attack,15,,15.1579457951858,,15.420962466966513
2017,S08000032,,65-74 years,,Males,,Heart Attack,69,,219.200711608107,,220.8098756442251
2017,S08000032,,65-74 years,,Females,,Heart Attack,33,,93.3178746147103,,93.47207986628815
2017,S08000032,,75plus years,,Males,,Heart Attack,147,,728.155339805825,,854.2717898278329
2017,S08000032,,75plus years,,Females,,Heart Attack,153,,501.935568532249,,510.2638897733533
2017,S92000003,d,0-44 years,,Males,,Heart Attack,39,,2.66996007382782,,3.004987766013265
2017,S92000003,d,0-44 years,,Females,,Heart Attack,11,,0.757825756568455,,0.8397539530264597
2017,S92000003,d,45-64 years,,Males,,Heart Attack,426,,58.5661199120683,,58.83087475631086
2017,S92000003,d,45-64 years,,Females,,Heart Attack,151,,19.543560785004,,19.737123141121906
2017,S92000003,d,65-74 years,,Males,,Heart Attack,591,,219.111246227653,,220.89766455998813
2017,S92000003,d,65-74 years,,Females,,Heart Attack,263,,89.1918472547224,,89.56073302243084
2017,S92000003,d,75plus years,,Males,,Heart Attack,1190,,652.072659524919,,694.3593374228853
2017,S92000003,d,75plus years,,Females,,Heart Attack,1216,,458.045171691603,,443.22584583882326
2018,S08000015,,0-44 years,,Males,,Heart Attack,1,,1.13477752686586,,1.3004577611319186
2018,S08000015,,0-44 years,,Females,,Heart Attack,0,,0,,0
2018,S08000015,,45-64 years,,Males,,Heart Attack,43,,83.1223057741006,,79.40014191611444
2018,S08000015,,45-64 years,,Females,,Heart Attack,12,,20.9230554635329,,20.70858445667145
2018,S08000015,,65-74 years,,Males,,Heart Attack,66,,296.722564402284,,296.127655622997
2018,S08000015,,65-74 years,,Females,,Heart Attack,21,,85.872009813944,,85.72668073334404
2018,S08000015,,75plus years,,Males,,Heart Attack,133,,879.687810040347,,942.599307007894
2018,S08000015,,75plus years,,Females,,Heart Attack,116,,552.486187845304,,543.3549434870254
2018,S08000016,,0-44 years,,Males,,Heart Attack,1,,3.90594484805875,,4.532504532504532
2018,S08000016,,0-44 years,,Females,,Heart Attack,1,,3.84511862190949,,4.1849759363883665
2018,S08000016,,45-64 years,,Males,,Heart Attack,5,,28.7852619458837,,27.15273409835835
2018,S08000016,,45-64 years,,Females,,Heart Attack,2,,10.9962612711678,,10.46804891299234
2018,S08000016,,65-74 years,,Males,,Heart Attack,10,,129.032258064516,,127.5414148399405
2018,S08000016,,65-74 years,,Females,,Heart Attack,3,,36.9776901269567,,35.82175096718728
2018,S08000016,,75plus years,,Males,,Heart Attack,35,,664.514904119992,,805.203301890777
2018,S08000016,,75plus years,,Females,,Heart Attack,21,,301.16162340456,,283.37433219794843
2018,S08000017,,0-44 years,,Males,,Heart Attack,0,,0,,0
2018,S08000017,,0-44 years,,Females,,Heart Attack,0,,0,,0
2018,S08000017,,45-64 years,,Males,,Heart Attack,5,,23.1953980330302,,21.57768602142926
2018,S08000017,,45-64 years,,Females,,Heart Attack,5,,21.5480089639717,,20.512464238106137
2018,S08000017,,65-74 years,,Males,,Heart Attack,16,,156.448616407549,,156.488889831197
2018,S08000017,,65-74 years,,Females,,Heart Attack,11,,103.636706237045,,103.38023680515508
2018,S08000017,,75plus years,,Males,,Heart Attack,40,,535.475234270415,,563.2024985498797
2018,S08000017,,75plus years,,Females,,Heart Attack,34,,355.351170568562,,356.10946428770563
2018,S08000019,,0-44 years,,Males,,Heart Attack,0,,0,,0
2018,S08000019,,0-44 years,,Females,,Heart Attack,0,,0,,0
2018,S08000019,,45-64 years,,Males,,Heart Attack,28,,65.5415369490415,,66.26683398391641
2018,S08000019,,45-64 years,,Females,,Heart Attack,8,,17.7710642646111,,17.85786386124041
2018,S08000019,,65-74 years,,Males,,Heart Attack,37,,233.114919354839,,233.83453777380495
2018,S08000019,,65-74 years,,Females,,Heart Attack,11,,64.3237237588445,,63.97713368499629
2018,S08000019,,75plus years,,Males,,Heart Attack,92,,867.924528301887,,935.249506768546
2018,S08000019,,75plus years,,Females,,Heart Attack,72,,491.065338971491,,486.804590208192
2018,S08000020,,0-44 years,,Males,,Heart Attack,2,,1.22189638318671,,1.3438558189484968
2018,S08000020,,0-44 years,,Females,,Heart Attack,2,,1.27849444494164,,1.2737140641048366
2018,S08000020,,45-64 years,,Males,,Heart Attack,49,,62.2625446320792,,61.81201336691466
2018,S08000020,,45-64 years,,Females,,Heart Attack,18,,22.5047822662316,,22.502171773356533
2018,S08000020,,65-74 years,,Males,,Heart Attack,65,,224.843474350548,,225.69687449733425
2018,S08000020,,65-74 years,,Females,,Heart Attack,39,,128.150363092695,,128.42830491537487
2018,S08000020,,75plus years,,Males,,Heart Attack,129,,663.58024691358,,696.794474023226
2018,S08000020,,75plus years,,Females,,Heart Attack,136,,504.22660536853,,488.2417344767141
2018,S08000022,,0-44 years,,Males,,Heart Attack,1,,1.28592554491095,,1.4956689699968804
2018,S08000022,,0-44 years,,Females,,Heart Attack,1,,1.34943661021524,,1.4010984611935755
2018,S08000022,,45-64 years,,Males,,Heart Attack,27,,57.9710144927536,,54.47044753721528
2018,S08000022,,45-64 years,,Females,,Heart Attack,4,,8.09732990546367,,7.742964881157641
2018,S08000022,,65-74 years,,Males,,Heart Attack,43,,211.520487972847,,211.79355851127255
2018,S08000022,,65-74 years,,Females,,Heart Attack,17,,79.4875391593024,,79.39503328378558
2018,S08000022,,75plus years,,Males,,Heart Attack,83,,608.593635430415,,651.9250616434193
2018,S08000022,,75plus years,,Females,,Heart Attack,94,,505.322008386195,,503.7985746678765
2018,S08000024,,0-44 years,,Males,,Heart Attack,2,,0.768335363019251,,0.8625804368801753
2018,S08000024,,0-44 years,,Females,,Heart Attack,1,,0.379387138017247,,0.4594677263305201
2018,S08000024,,45-64 years,,Males,,Heart Attack,57,,50.939703477305,,51.97086580570921
2018,S08000024,,45-64 years,,Females,,Heart Attack,16,,13.8028606428682,,14.030384812321124
2018,S08000024,,65-74 years,,Males,,Heart Attack,66,,172.031799817542,,172.98616204281524
2018,S08000024,,65-74 years,,Females,,Heart Attack,32,,74.7995605525818,,74.67914708119919
2018,S08000024,,75plus years,,Males,,Heart Attack,152,,576.325168726776,,611.3881406528468
2018,S08000024,,75plus years,,Females,,Heart Attack,172,,446.185374458481,,428.8510966963464
2018,S08000025,,0-44 years,,Males,,Heart Attack,,c,,c,22.66252266252266
2018,S08000025,,0-44 years,,Females,,Heart Attack,,c,,c,18.633184267859193
2018,S08000025,,45-64 years,,Males,,Heart Attack,,c,,c,83.49157896057459
2018,S08000025,,45-64 years,,Females,,Heart Attack,0,,0,,0
2018,S08000025,,65-74 years,,Males,,Heart Attack,,c,,c,350.80998893127975
2018,S08000025,,65-74 years,,Females,,Heart Attack,,c,,c,138.20021228194338
2018,S08000025,,75plus years,,Males,,Heart Attack,,c,,c,594.6085902736812
2018,S08000025,,75plus years,,Females,,Heart Attack,,c,,c,621.2214086925263
2018,S08000026,,0-44 years,,Males,,Heart Attack,0,,0,,0
2018,S08000026,,0-44 years,,Females,,Heart Attack,0,,0,,0
2018,S08000026,,45-64 years,,Males,,Heart Attack,0,,0,,0
2018,S08000026,,45-64 years,,Females,,Heart Attack,0,,0,,0
2018,S08000026,,65-74 years,,Males,,Heart Attack,,c,,c,151.41191611779848
2018,S08000026,,65-74 years,,Females,,Heart Attack,,c,,c,76.35707344162155
2018,S08000026,,75plus years,,Males,,Heart Attack,,c,,c,470.31158142269254
2018,S08000026,,75plus years,,Females,,Heart Attack,,c,,c,89.60573476702508
2018,S08000028,,0-44 years,,Males,,Heart Attack,0,,0,,0
2018,S08000028,,0-44 years,,Females,,Heart Attack,0,,0,,0
2018,S08000028,,45-64 years,,Males,,Heart Attack,,c,,c,49.88686371977837
2018,S08000028,,45-64 years,,Females,,Heart Attack,0,,0,,0
2018,S08000028,,65-74 years,,Males,,Heart Attack,,c,,c,321.0272873194221
2018,S08000028,,65-74 years,,Females,,Heart Attack,0,,0,,0
2018,S08000028,,75plus years,,Males,,Heart Attack,,c,,c,984.9807081847227
2018,S08000028,,75plus years,,Females,,Heart Attack,,c,,c,490.8884395975081
2018,S08000029,,0-44 years,,Males,,Heart Attack,2,,2.09325448741431,,2.4811872835607165
2018,S08000029,,0-44 years,,Females,,Heart Attack,2,,2.08092726118759,,2.381365474963344
2018,S08000029,,45-64 years,,Males,,Heart Attack,26,,51.1146935084339,,50.62943682509183
2018,S08000029,,45-64 years,,Females,,Heart Attack,9,,16.7292464403881,,16.579709464099984
2018,S08000029,,65-74 years,,Males,,Heart Attack,35,,171.509776057235,,172.17778134035288
2018,S08000029,,65-74 years,,Females,,Heart Attack,20,,89.1702706317714,,88.72607090242505
2018,S08000029,,75plus years,,Males,,Heart Attack,105,,760.759310244892,,828.1925473040368
2018,S08000029,,75plus years,,Females,,Heart Attack,76,,401.013085690165,,389.9772926074426
2018,S08000030,,0-44 years,,Males,,Heart Attack,2,,1.85365401547801,,1.8429536070941892
2018,S08000030,,0-44 years,,Females,,Heart Attack,0,,0,,0
2018,S08000030,,45-64 years,,Males,,Heart Attack,31,,56.4056842373406,,55.616024169809144
2018,S08000030,,45-64 years,,Females,,Heart Attack,9,,15.442425490297,,15.226724718210958
2018,S08000030,,65-74 years,,Males,,Heart Attack,45,,196.189562715264,,195.99906301657523
2018,S08000030,,65-74 years,,Females,,Heart Attack,21,,84.4255045428962,,83.69469842252511
2018,S08000030,,75plus years,,Males,,Heart Attack,123,,728.02604320805,,769.8867295191465
2018,S08000030,,75plus years,,Females,,Heart Attack,97,,408.11174688657,,380.2732338308172
2018,S08000031,,0-44 years,,Males,,Heart Attack,7,,2.0734167241793,,2.316192581123161
2018,S08000031,,0-44 years,,Females,,Heart Attack,0,,0,,0
2018,S08000031,,45-64 years,,Males,,Heart Attack,91,,61.2889538447032,,60.72195004864555
2018,S08000031,,45-64 years,,Females,,Heart Attack,28,,17.1468814109434,,17.301648809971486
2018,S08000031,,65-74 years,,Males,,Heart Attack,145,,291.873829988526,,295.58850950208716
2018,S08000031,,65-74 years,,Females,,Heart Attack,53,,95.5058204490576,,95.59431944075315
2018,S08000031,,75plus years,,Males,,Heart Attack,260,,764.8408542684,,800.3678662119072
2018,S08000031,,75plus years,,Females,,Heart Attack,234,,432.061153270924,,420.0707255300008
2018,S08000032,,0-44 years,,Males,,Heart Attack,7,,4.01788532955269,,4.507478927924541
2018,S08000032,,0-44 years,,Females,,Heart Attack,0,,0,,0
2018,S08000032,,45-64 years,,Males,,Heart Attack,59,,64.0809809820682,,64.22342703540232
2018,S08000032,,45-64 years,,Females,,Heart Attack,17,,17.134333172069,,17.192546879177147
2018,S08000032,,65-74 years,,Males,,Heart Attack,54,,168.555108156194,,168.38601979031242
2018,S08000032,,65-74 years,,Females,,Heart Attack,44,,122.908461130199,,123.402335829454
2018,S08000032,,75plus years,,Males,,Heart Attack,151,,729.715362683033,,781.643829125699
2018,S08000032,,75plus years,,Females,,Heart Attack,169,,549.200571948525,,551.2631384163693
2018,S92000003,d,0-44 years,,Males,,Heart Attack,26,,1.77938378570744,,2.0155943797915064
2018,S92000003,d,0-44 years,,Females,,Heart Attack,8,,0.552155961973019,,0.5748315298590461
2018,S92000003,d,45-64 years,,Males,,Heart Attack,426,,58.5385963104195,,57.900215235546355
2018,S92000003,d,45-64 years,,Females,,Heart Attack,128,,16.5328752349154,,16.460356175132176
2018,S92000003,d,65-74 years,,Males,,Heart Attack,595,,217.654525568005,,218.37475543456068
2018,S92000003,d,65-74 years,,Females,,Heart Attack,275,,92.2790922421806,,92.14498129535748
2018,S92000003,d,75plus years,,Males,,Heart Attack,1325,,710.543391410201,,756.2178883931393
2018,S92000003,d,75plus years,,Females,,Heart Attack,1240,,462.239850293932,,450.2791696111475
2019,S08000015,,0-44 years,,Males,,Heart Attack,1,,1.14147432824236,,1.4248145705608883
2019,S08000015,,0-44 years,,Females,,Heart Attack,1,,1.12355763288878,,1.2447631037990168
2019,S08000015,,45-64 years,,Males,,Heart Attack,45,,87.5435285878256,,83.57098010334724
2019,S08000015,,45-64 years,,Females,,Heart Attack,16,,28.0112044817927,,27.132704906107033
2019,S08000015,,65-74 years,,Males,,Heart Attack,69,,308.614366222381,,307.4740151068373
2019,S08000015,,65-74 years,,Females,,Heart Attack,26,,105.463838072446,,104.52810243274602
2019,S08000015,,75plus years,,Males,,Heart Attack,132,,841.729371253667,,897.6907186674339
2019,S08000015,,75plus years,,Females,,Heart Attack,123,,571.163222660785,,559.3931595777981
2019,S08000016,,0-44 years,,Males,,Heart Attack,0,,0,,0
2019,S08000016,,0-44 years,,Females,,Heart Attack,0,,0,,0
2019,S08000016,,45-64 years,,Males,,Heart Attack,9,,52.0411703480976,,50.59862802248932
2019,S08000016,,45-64 years,,Females,,Heart Attack,1,,5.48787180331467,,5.044899606497831
2019,S08000016,,65-74 years,,Males,,Heart Attack,10,,126.951885235496,,124.60792369429308
2019,S08000016,,65-74 years,,Females,,Heart Attack,1,,12.3076923076923,,11.725941299937851
2019,S08000016,,75plus years,,Males,,Heart Attack,25,,458.463231248854,,509.8012753357569
2019,S08000016,,75plus years,,Females,,Heart Attack,25,,349.113252339059,,345.40745290388304
2019,S08000017,,0-44 years,,Males,,Heart Attack,0,,0,,0
2019,S08000017,,0-44 years,,Females,,Heart Attack,0,,0,,0
2019,S08000017,,45-64 years,,Males,,Heart Attack,14,,65.4940119760479,,62.309489173831786
2019,S08000017,,45-64 years,,Females,,Heart Attack,4,,17.3325244821908,,15.53737534432126
2019,S08000017,,65-74 years,,Males,,Heart Attack,18,,173.661360347323,,172.25222452672924
2019,S08000017,,65-74 years,,Females,,Heart Attack,8,,74.9203970781045,,75.41748085259304
2019,S08000017,,75plus years,,Males,,Heart Attack,55,,709.585859889047,,752.2625512632392
2019,S08000017,,75plus years,,Females,,Heart Attack,35,,358.019639934534,,349.44714427154895
2019,S08000019,,0-44 years,,Males,,Heart Attack,0,,0,,0
2019,S08000019,,0-44 years,,Females,,Heart Attack,1,,1.25634453992663,,1.356100320427133
2019,S08000019,,45-64 years,,Males,,Heart Attack,39,,91.0959544053069,,90.41875743006813
2019,S08000019,,45-64 years,,Females,,Heart Attack,11,,24.3837559851037,,24.68069420543558
2019,S08000019,,65-74 years,,Males,,Heart Attack,36,,225.465021607065,,224.29052328888065
2019,S08000019,,65-74 years,,Females,,Heart Attack,28,,162.271805273834,,161.95341154969216
2019,S08000019,,75plus years,,Males,,Heart Attack,98,,898.917629792699,,917.1156737297928
2019,S08000019,,75plus years,,Females,,Heart Attack,75,,498.338870431894,,495.79444136221014
2019,S08000020,,0-44 years,,Males,,Heart Attack,2,,1.22561035395627,,1.2252450873996097
2019,S08000020,,0-44 years,,Females,,Heart Attack,0,,0,,0
2019,S08000020,,45-64 years,,Males,,Heart Attack,49,,62.313219304381,,61.70931011524485
2019,S08000020,,45-64 years,,Females,,Heart Attack,10,,12.5003125078127,,12.438696818111271
2019,S08000020,,65-74 years,,Males,,Heart Attack,64,,216.941798583099,,217.2248486979618
2019,S08000020,,65-74 years,,Females,,Heart Attack,32,,103.149276343358,,102.28738610707104
2019,S08000020,,75plus years,,Males,,Heart Attack,150,,751.39007163252,,791.106902604684
2019,S08000020,,75plus years,,Females,,Heart Attack,125,,455.224152372628,,437.5286659368829
2019,S08000022,,0-44 years,,Males,,Heart Attack,1,,1.29083891621165,,1.4361802529318597
2019,S08000022,,0-44 years,,Females,,Heart Attack,0,,0,,0
2019,S08000022,,45-64 years,,Males,,Heart Attack,22,,47.7057854107034,,45.96871421734176
2019,S08000022,,45-64 years,,Females,,Heart Attack,6,,12.1857102238109,,11.774950060860853
2019,S08000022,,65-74 years,,Males,,Heart Attack,40,,195.484312383931,,194.5697186715335
2019,S08000022,,65-74 years,,Females,,Heart Attack,18,,83.6159241882287,,83.19997376596488
2019,S08000022,,75plus years,,Males,,Heart Attack,83,,581.884464385867,,643.3108515867606
2019,S08000022,,75plus years,,Females,,Heart Attack,79,,414.807035967446,,410.0862298092396
2019,S08000024,,0-44 years,,Males,,Heart Attack,5,,1.89979710166954,,2.092773780785566
2019,S08000024,,0-44 years,,Females,,Heart Attack,1,,0.375658811640915,,0.45108963924428314
2019,S08000024,,45-64 years,,Males,,Heart Attack,41,,36.4007635282106,,36.91915102913909
2019,S08000024,,45-64 years,,Females,,Heart Attack,18,,15.4365984597705,,15.473486001953436
2019,S08000024,,65-74 years,,Males,,Heart Attack,68,,173.90859568809,,173.86502939666744
2019,S08000024,,65-74 years,,Females,,Heart Attack,26,,59.9658655842059,,59.75805979426133
2019,S08000024,,75plus years,,Males,,Heart Attack,165,,606.595345759347,,628.4167292015854
2019,S08000024,,75plus years,,Females,,Heart Attack,139,,353.743574082557,,336.8416078177687
2019,S08000025,,0-44 years,,Males,,Heart Attack,0,,0,,0
2019,S08000025,,0-44 years,,Females,,Heart Attack,0,,0,,0
2019,S08000025,,45-64 years,,Males,,Heart Attack,,c,,c,54.64807571489371
2019,S08000025,,45-64 years,,Females,,Heart Attack,0,,0,,0
2019,S08000025,,65-74 years,,Males,,Heart Attack,,c,,c,138.83104262113008
2019,S08000025,,65-74 years,,Females,,Heart Attack,0,,0,,0
2019,S08000025,,75plus years,,Males,,Heart Attack,,c,,c,954.3988629591744
2019,S08000025,,75plus years,,Females,,Heart Attack,,c,,c,306.70875018257004
2019,S08000026,,0-44 years,,Males,,Heart Attack,0,,0,,0
2019,S08000026,,0-44 years,,Females,,Heart Attack,0,,0,,0
2019,S08000026,,45-64 years,,Males,,Heart Attack,,c,,c,58.60364483182329
